transaction_id,merchant_id,customer_id,amount,payment_method,delivery_distance_km,customer_tenure_days,order_item_category,payment_failure_history,is_foreign_ip,hours_since_last_order,transaction_velocity_5min,device_age_days,attempted_payment_method_changes,is_fraud
TXN_16190,49,1306,5501.59,Card,41.4,16,Grocery,0,False,39.47,1,336,2,0
TXN_16191,53,191,986.81,Card,26.31,381,Electronics,0,False,48.31,3,1487,0,0
TXN_16192,184,786,19861.59,UPI,27.78,110,Apparel,3,True,106.45,2,644,0,1
TXN_16193,40,585,18319.04,UPI,112.68,1415,Electronics,1,False,77.82,1,796,0,0
TXN_16194,107,959,7587.56,UPI,41.21,48,Electronics,1,False,49.46,2,178,1,0
TXN_16195,24,1854,5675.55,UPI,24.58,32,Digital_Goods,1,False,7.55,0,1161,1,0
TXN_16196,200,500,2667.83,UPI,14.64,76,Furniture,0,False,28.88,7,861,0,0
TXN_16197,108,580,920.89,Card,27.98,312,Furniture,2,False,55.59,1,795,0,0
TXN_16198,33,816,7091.49,Card,98.98,550,Digital_Goods,3,False,91.47,2,1300,1,0
TXN_16199,23,1458,12178.67,Card,167.76,327,Furniture,2,False,47.08,4,235,1,0
TXN_16200,77,1087,55450.5,UPI,23.68,787,Apparel,0,False,1.28,0,1280,0,0
TXN_16201,54,1477,3064.81,NetBanking,11.72,360,Furniture,0,False,56.58,4,934,0,0
TXN_16202,53,1517,6796.87,UPI,122.97,59,Digital_Goods,1,False,4.35,1,1389,1,0
TXN_16203,49,1670,18718.83,UPI,7.8,82,Apparel,1,False,33.41,1,1215,0,1
TXN_16204,78,1466,19407.98,NetBanking,17.65,177,Digital_Goods,1,False,2.16,1,874,0,0
TXN_16205,80,1331,2328.63,Card,11.42,1010,Apparel,1,False,80.63,0,97,1,0
TXN_16206,177,780,3515.75,UPI,41.72,246,Grocery,2,False,14.01,2,164,0,0
TXN_16207,102,1759,2617.09,NetBanking,26.27,829,Apparel,0,False,5.73,1,397,0,0
TXN_16208,122,943,1665.34,UPI,16.93,31,Electronics,0,False,72.91,1,708,0,0
TXN_16209,188,1150,28738.8,Card,73.04,464,Digital_Goods,2,False,10.97,3,60,0,0
TXN_16210,103,265,5298.91,UPI,54.55,251,Grocery,0,False,35.4,0,358,0,0
TXN_16211,90,7,4495.83,Card,270.31,76,Electronics,1,False,24.58,1,775,0,0
TXN_16212,90,1437,6616.02,Card,18.7,34,Apparel,0,False,12.38,1,600,0,0
TXN_16213,193,1230,5242.29,NetBanking,93.31,151,Furniture,0,False,12.94,1,9,1,0
TXN_16214,160,1203,3769.99,Card,18.01,687,Furniture,1,False,16.7,4,920,0,0
TXN_16215,121,1492,1970.67,Card,0.45,409,Grocery,1,False,28.95,0,1376,0,0
TXN_16216,149,1520,32155.43,UPI,8.18,248,Digital_Goods,1,False,11.7,3,390,0,0
TXN_16217,146,695,2479.16,UPI,35.51,746,Apparel,0,True,7.76,2,92,1,1
TXN_16218,60,992,1609.03,Card,83.04,79,Apparel,1,False,21.07,2,1026,0,0
TXN_16219,122,1467,4461.91,Card,2.96,130,Digital_Goods,2,False,112.36,1,1121,0,0
TXN_16220,141,1976,65448.46,Card,89.19,323,Grocery,1,False,32.93,1,622,0,0
TXN_16221,152,918,1833.74,Card,62.95,356,Grocery,1,False,7.43,2,1387,3,0
TXN_16222,30,1252,11516.53,UPI,1.76,154,Apparel,3,False,3.64,0,747,0,0
TXN_16223,130,748,3657.01,UPI,5.62,280,Furniture,2,False,53.67,1,630,0,0
TXN_16224,83,146,6593.03,NetBanking,3.93,51,Digital_Goods,1,False,18.68,0,243,0,0
TXN_16225,111,1594,14862.8,UPI,56.81,4,Digital_Goods,0,False,56.66,4,876,0,0
TXN_16226,108,1320,624.14,Card,41.17,941,Grocery,1,True,175.2,0,132,0,1
TXN_16227,111,241,1676.38,NetBanking,22.23,233,Apparel,1,False,33.45,0,412,0,0
TXN_16228,25,857,14612.25,Card,4.62,105,Electronics,1,False,15.2,2,30,0,0
TXN_16229,50,287,5524.46,Card,24.96,160,Furniture,0,False,56.45,1,754,4,0
TXN_16230,14,952,6337.56,UPI,57.31,291,Apparel,1,False,65.65,1,613,0,0
TXN_16231,134,1699,11540.99,UPI,4.9,1170,Apparel,2,False,106.64,4,927,0,0
TXN_16232,76,26,1689.99,UPI,97.1,510,Furniture,0,False,63.13,1,1092,0,0
TXN_16233,84,452,17432.42,Card,3.25,1184,Digital_Goods,1,False,2.53,1,848,0,0
TXN_16234,87,106,13144.26,NetBanking,46.85,47,Grocery,1,True,59.89,1,683,0,0
TXN_16235,158,240,6541.89,UPI,10.48,78,Apparel,0,False,12.88,0,181,0,0
TXN_16236,30,1876,8619.29,UPI,4.81,180,Electronics,3,False,9.11,3,1224,0,0
TXN_16237,166,1442,19889.92,UPI,21.92,112,Grocery,0,False,8.32,4,1373,0,0
TXN_16238,58,332,2410.03,UPI,54.97,1258,Digital_Goods,2,False,0.39,2,993,1,0
TXN_16239,94,912,10868.55,Card,6.45,75,Digital_Goods,0,False,7.7,0,555,0,1
TXN_16240,41,1915,39863.99,UPI,32.28,74,Digital_Goods,0,False,71.27,2,550,0,1
TXN_16241,94,1066,10601.51,Wallet,26.05,267,Digital_Goods,2,True,106.18,1,1199,0,0
TXN_16242,57,645,3763.59,UPI,27.88,477,Electronics,0,False,18.29,0,663,1,0
TXN_16243,164,1853,79367.71,NetBanking,143.6,190,Digital_Goods,1,True,26.53,1,1395,0,0
TXN_16244,64,1580,6483.25,UPI,21.46,17,Digital_Goods,0,False,2.25,3,891,0,0
TXN_16245,98,35,26325.94,NetBanking,239.15,580,Furniture,1,False,42.41,0,236,0,1
TXN_16246,16,876,2963.61,UPI,38.65,1163,Apparel,0,False,0.68,2,892,0,0
TXN_16247,88,1371,17700.76,UPI,92.41,665,Grocery,2,False,30.42,1,884,0,0
TXN_16248,78,384,2551.13,UPI,21.45,733,Digital_Goods,1,False,10.49,3,739,0,0
TXN_16249,90,1537,7244.96,UPI,4.43,753,Electronics,1,False,35.51,4,774,1,0
TXN_16250,72,1762,2373.0,Card,4.41,570,Furniture,0,False,187.37,2,973,0,0
TXN_16251,14,811,48116.82,Card,42.68,654,Digital_Goods,1,False,11.53,0,1474,0,0
TXN_16252,31,1312,3769.29,NetBanking,132.9,31,Grocery,2,False,3.28,1,925,2,0
TXN_16253,66,748,1300.47,Card,3.69,22,Digital_Goods,1,False,18.85,2,475,0,0
TXN_16254,112,1895,5509.02,NetBanking,58.42,31,Digital_Goods,3,False,2.52,1,1474,1,0
TXN_16255,68,959,9362.93,UPI,41.42,358,Grocery,0,False,8.55,2,791,0,0
TXN_16256,193,1057,4760.36,UPI,52.81,110,Electronics,2,True,2.19,4,1277,0,0
TXN_16257,55,95,1851.99,Card,12.14,11,Furniture,0,False,54.24,1,395,0,1
TXN_16258,123,1020,17064.92,UPI,3.66,31,Electronics,3,False,23.64,1,1145,0,0
TXN_16259,168,205,22270.45,UPI,3.88,28,Digital_Goods,1,False,34.86,3,1115,0,0
TXN_16260,153,1645,680.24,UPI,14.17,395,Apparel,3,False,52.26,2,1203,1,1
TXN_16261,25,834,1715.68,UPI,12.02,61,Furniture,1,False,8.09,1,1120,2,0
TXN_16262,131,30,4058.98,UPI,6.75,747,Electronics,0,True,67.65,1,979,4,1
TXN_16263,69,266,2599.02,UPI,15.37,1965,Electronics,0,False,25.74,0,849,0,0
TXN_16264,102,23,9238.6,UPI,38.18,232,Apparel,0,False,48.66,1,1109,0,0
TXN_16265,118,609,44684.08,UPI,149.3,308,Furniture,0,False,120.69,1,102,0,0
TXN_16266,26,39,3111.64,UPI,127.72,120,Furniture,1,False,4.05,2,918,0,0
TXN_16267,40,173,32599.97,UPI,15.85,426,Grocery,1,False,92.9,1,628,1,0
TXN_16268,38,760,843.87,UPI,3.43,986,Grocery,1,False,41.61,2,1439,2,0
TXN_16269,166,1915,8492.83,Card,271.69,79,Digital_Goods,1,False,25.13,1,1241,0,0
TXN_16270,196,1437,2407.5,UPI,32.35,1224,Electronics,2,False,59.56,3,790,0,0
TXN_16271,7,414,8715.58,UPI,191.52,100,Electronics,0,False,6.31,2,656,0,0
TXN_16272,158,1698,596.95,UPI,38.57,123,Furniture,0,True,50.91,3,1073,1,0
TXN_16273,120,692,1051.04,UPI,108.74,970,Furniture,1,False,15.54,3,1255,0,0
TXN_16274,147,615,8693.88,UPI,29.64,359,Digital_Goods,1,False,9.1,0,805,0,0
TXN_16275,35,209,2307.68,UPI,48.65,12,Digital_Goods,0,False,5.8,1,603,0,1
TXN_16276,161,22,3335.1,Card,38.37,649,Grocery,2,False,138.39,2,1452,0,0
TXN_16277,161,5,44513.25,UPI,12.42,410,Electronics,1,False,40.56,3,1339,0,0
TXN_16278,78,651,5796.94,Card,72.15,543,Electronics,0,False,60.69,1,591,0,0
TXN_16279,38,214,14498.78,Card,2.82,70,Furniture,0,False,74.23,0,132,0,0
TXN_16280,138,1696,1976.09,UPI,22.5,825,Furniture,0,False,12.9,2,281,1,0
TXN_16281,185,920,982.95,UPI,101.97,610,Grocery,1,False,6.32,0,1266,0,0
TXN_16282,28,907,4460.95,UPI,34.93,1262,Grocery,2,False,89.7,1,661,0,1
TXN_16283,100,1163,821.75,UPI,4.04,210,Grocery,1,False,17.71,4,1355,0,1
TXN_16284,38,1681,2125.35,UPI,11.63,292,Furniture,0,False,6.02,3,1168,1,0
TXN_16285,144,672,6537.47,UPI,5.81,483,Grocery,1,False,38.06,3,662,0,0
TXN_16286,124,1619,4300.5,UPI,16.26,44,Grocery,0,False,36.98,2,1368,2,0
TXN_16287,149,667,7342.42,Card,9.03,94,Apparel,0,False,63.77,2,678,0,0
TXN_16288,92,800,10100.92,NetBanking,62.23,136,Digital_Goods,0,False,17.49,2,37,0,0
TXN_16289,97,317,1170.43,UPI,53.86,1161,Apparel,2,False,199.77,0,71,0,0
TXN_16290,6,793,1587.12,UPI,7.26,0,Grocery,0,False,16.18,5,1383,1,0
TXN_16291,169,576,359.85,UPI,29.44,2000,Digital_Goods,4,False,62.21,2,1409,1,0
TXN_16292,127,1728,3150.68,Card,17.54,201,Electronics,2,False,67.42,1,470,0,0
TXN_16293,15,1180,11897.78,UPI,20.57,417,Electronics,1,False,65.84,0,308,0,0
TXN_16294,108,1448,29423.01,Card,42.9,211,Apparel,1,False,21.05,1,1497,0,0
TXN_16295,131,1524,6176.94,NetBanking,114.48,613,Apparel,0,False,55.3,5,881,0,0
TXN_16296,43,91,25536.77,NetBanking,113.81,1202,Apparel,0,False,4.13,0,1028,0,0
TXN_16297,47,1678,7789.97,Wallet,26.64,237,Digital_Goods,2,False,95.47,4,1314,0,0
TXN_16298,99,1066,5591.14,UPI,24.98,79,Digital_Goods,2,False,93.22,1,714,0,0
TXN_16299,14,761,2360.08,UPI,36.49,100,Electronics,0,False,0.22,1,45,0,0
TXN_16300,194,1319,280.85,UPI,32.13,123,Grocery,0,False,49.08,3,385,0,0
TXN_16301,157,770,21329.1,NetBanking,3.19,100,Apparel,0,False,11.86,1,885,0,0
TXN_16302,132,1361,4610.68,Card,43.23,5,Apparel,1,False,76.33,0,382,0,0
TXN_16303,154,1,26002.7,UPI,43.94,791,Furniture,0,False,19.91,0,788,0,0
TXN_16304,115,109,1572.53,Wallet,29.92,456,Grocery,2,False,30.71,3,793,0,0
TXN_16305,140,928,90633.96,NetBanking,26.72,290,Apparel,1,False,51.55,0,759,0,0
TXN_16306,2,1149,3646.25,Card,139.8,63,Apparel,0,False,7.21,2,471,0,0
TXN_16307,145,1088,2141.74,UPI,45.92,16,Electronics,3,False,17.16,0,1330,2,0
TXN_16308,35,206,3799.31,UPI,84.72,194,Furniture,1,True,131.29,0,1166,0,0
TXN_16309,10,1439,6030.27,UPI,153.78,2,Digital_Goods,3,False,26.15,1,94,0,0
TXN_16310,112,1978,4519.32,Card,83.06,23,Digital_Goods,1,False,59.29,2,1285,0,0
TXN_16311,171,850,2648.12,Card,143.22,30,Grocery,0,False,30.66,0,1188,0,0
TXN_16312,21,1268,564.46,Card,71.21,676,Furniture,1,False,44.85,4,235,0,0
TXN_16313,15,590,1872.08,UPI,9.32,518,Electronics,0,False,83.79,3,814,0,0
TXN_16314,163,623,17842.22,UPI,12.87,148,Grocery,1,False,17.57,2,1258,1,0
TXN_16315,112,1678,1710.14,Card,10.78,144,Electronics,0,True,32.72,1,156,1,0
TXN_16316,126,1240,626.19,UPI,19.44,168,Digital_Goods,2,False,28.71,2,221,0,0
TXN_16317,85,965,1384.92,Card,21.92,333,Grocery,2,False,73.05,1,1036,0,1
TXN_16318,85,1552,4418.8,NetBanking,83.35,786,Grocery,1,False,26.39,2,1195,1,0
TXN_16319,188,965,1976.21,NetBanking,22.38,259,Digital_Goods,0,False,102.06,0,463,1,1
TXN_16320,172,1590,3512.89,UPI,64.95,64,Electronics,2,False,30.6,2,811,0,0
TXN_16321,5,653,1885.33,Card,117.08,69,Electronics,1,False,18.39,2,221,1,0
TXN_16322,117,1404,16509.52,NetBanking,6.08,23,Electronics,2,False,14.51,2,830,0,0
TXN_16323,146,1872,8857.5,Card,0.01,539,Digital_Goods,1,False,45.31,1,326,1,0
TXN_16324,149,79,70372.05,UPI,109.76,203,Grocery,0,False,7.51,1,1168,0,1
TXN_16325,72,415,3108.62,NetBanking,13.61,1000,Digital_Goods,0,False,4.83,2,585,0,0
TXN_16326,74,1477,3491.7,UPI,8.33,148,Furniture,0,False,53.74,3,1382,1,0
TXN_16327,51,1173,20337.11,UPI,17.49,640,Electronics,2,False,122.49,1,1146,0,0
TXN_16328,169,639,7857.39,UPI,10.29,273,Electronics,2,False,25.13,1,936,0,0
TXN_16329,24,1694,1587.94,Card,78.91,755,Furniture,1,False,11.9,3,1203,1,0
TXN_16330,152,791,9582.61,UPI,50.33,329,Apparel,4,False,35.44,1,275,0,0
TXN_16331,38,1062,7909.62,UPI,9.15,85,Grocery,4,False,6.77,3,107,0,0
TXN_16332,44,1181,571.03,Card,43.8,645,Grocery,0,False,45.9,3,600,0,0
TXN_16333,185,333,2249.42,Card,11.67,2,Grocery,3,False,25.35,2,970,0,0
TXN_16334,187,288,6175.74,UPI,11.0,280,Digital_Goods,2,False,75.13,1,519,0,0
TXN_16335,162,1136,27876.4,NetBanking,45.25,87,Apparel,2,False,4.89,2,222,0,0
TXN_16336,75,1726,11357.1,UPI,54.63,165,Electronics,0,False,14.67,1,1497,0,0
TXN_16337,95,1642,2497.75,Card,21.25,210,Digital_Goods,2,False,75.53,2,451,0,0
TXN_16338,23,1115,2100.98,UPI,72.07,328,Electronics,1,False,97.52,3,1041,0,0
TXN_16339,124,1890,12801.02,UPI,90.77,175,Digital_Goods,1,False,84.98,1,569,0,0
TXN_16340,86,1837,267.31,NetBanking,124.05,414,Apparel,0,False,14.55,2,1315,1,0
TXN_16341,43,1073,1864.79,UPI,49.18,83,Electronics,1,False,10.66,3,1451,0,0
TXN_16342,40,161,26666.67,NetBanking,12.42,624,Digital_Goods,0,False,19.25,2,1087,0,0
TXN_16343,47,1540,7017.63,Card,69.01,368,Electronics,1,False,105.68,1,1484,1,0
TXN_16344,169,1426,1977.54,NetBanking,5.71,173,Grocery,1,False,63.46,1,553,0,0
TXN_16345,175,1734,1161.54,Card,10.0,303,Digital_Goods,0,False,28.87,2,1259,0,0
TXN_16346,20,320,13462.75,Card,89.42,206,Electronics,0,False,24.5,0,1211,0,0
TXN_16347,109,924,5395.79,NetBanking,120.86,831,Electronics,4,False,58.91,0,1003,0,0
TXN_16348,193,364,3780.26,Card,3.45,316,Digital_Goods,0,False,75.93,1,1277,1,0
TXN_16349,68,1913,7698.47,Card,18.71,621,Apparel,2,False,26.34,1,843,1,0
TXN_16350,24,1466,5988.03,UPI,49.6,633,Digital_Goods,0,False,43.89,2,1405,0,0
TXN_16351,36,475,5461.54,Card,139.56,529,Furniture,3,False,53.41,2,190,1,0
TXN_16352,45,1023,1003.23,UPI,42.28,555,Digital_Goods,1,False,20.86,2,788,0,0
TXN_16353,130,766,1434.1,UPI,86.02,101,Grocery,0,False,106.9,0,1172,0,0
TXN_16354,28,602,12063.46,Wallet,128.04,819,Apparel,0,False,22.2,2,18,1,0
TXN_16355,154,312,9614.06,Card,36.6,492,Digital_Goods,2,False,9.76,4,877,1,0
TXN_16356,23,1556,7774.03,UPI,67.44,22,Furniture,0,False,13.93,0,446,1,0
TXN_16357,164,589,2431.31,UPI,54.3,417,Furniture,0,False,117.32,1,461,0,1
TXN_16358,91,1244,12310.75,Card,55.64,263,Electronics,2,False,33.69,2,666,1,0
TXN_16359,134,1698,3149.84,UPI,36.39,61,Grocery,1,False,19.01,4,856,1,0
TXN_16360,163,1521,23431.58,Card,48.8,256,Apparel,0,False,7.23,2,86,0,0
TXN_16361,103,343,2005.83,UPI,40.41,1022,Furniture,0,False,4.4,2,2,0,0
TXN_16362,38,906,2616.66,UPI,50.77,835,Digital_Goods,0,False,41.29,4,877,0,0
TXN_16363,163,1651,4098.03,Card,35.18,36,Furniture,1,False,36.64,1,753,0,0
TXN_16364,94,1118,13585.53,UPI,12.58,232,Grocery,2,False,48.52,2,1355,1,0
TXN_16365,53,1942,4712.18,UPI,59.15,284,Furniture,0,False,6.52,1,1018,0,0
TXN_16366,38,1157,5142.11,NetBanking,24.23,469,Furniture,1,False,60.42,2,169,0,0
TXN_16367,187,1525,3072.02,Wallet,6.83,581,Apparel,1,False,6.93,1,225,2,0
TXN_16368,43,172,6779.85,Card,95.3,705,Grocery,2,False,21.62,1,886,0,0
TXN_16369,103,626,4514.83,Card,10.0,362,Electronics,0,False,21.57,1,1205,0,0
TXN_16370,114,1033,1917.61,UPI,38.9,855,Furniture,0,False,120.18,4,823,0,0
TXN_16371,4,1835,5725.87,UPI,63.85,325,Electronics,1,False,19.12,0,750,0,0
TXN_16372,5,1796,5889.76,Wallet,52.16,9,Apparel,3,False,23.1,3,855,0,0
TXN_16373,68,682,82434.62,NetBanking,8.77,245,Electronics,0,True,26.91,1,372,1,1
TXN_16374,123,1345,2360.83,Card,10.79,70,Electronics,2,False,26.52,1,1301,0,0
TXN_16375,173,1122,1794.98,UPI,8.06,341,Grocery,1,False,81.32,3,935,0,0
TXN_16376,80,1193,6869.46,UPI,3.77,456,Digital_Goods,1,False,29.13,0,1279,1,0
TXN_16377,153,1984,1493.08,UPI,16.65,457,Grocery,2,False,5.27,3,780,1,0
TXN_16378,11,311,1356.06,Wallet,37.13,269,Apparel,1,False,20.33,0,996,1,0
TXN_16379,157,1754,876.31,NetBanking,9.49,504,Digital_Goods,0,False,23.31,2,905,0,0
TXN_16380,162,914,1940.13,NetBanking,176.78,48,Electronics,1,False,27.62,0,1387,0,0
TXN_16381,142,1936,1998.47,UPI,60.0,1180,Furniture,2,False,86.87,1,1397,0,1
TXN_16382,120,1367,1053.72,UPI,43.79,741,Grocery,0,False,101.2,4,159,0,0
TXN_16383,152,430,3639.71,UPI,57.19,772,Digital_Goods,0,False,112.16,2,1004,0,0
TXN_16384,187,1956,287.38,Card,28.63,13,Digital_Goods,0,False,2.85,2,684,0,0
TXN_16385,167,858,8867.24,UPI,31.74,104,Grocery,1,False,42.03,2,44,0,0
TXN_16386,26,1986,2519.58,NetBanking,109.76,41,Apparel,0,False,3.35,0,657,0,0
TXN_16387,171,1580,3005.68,UPI,64.0,802,Apparel,0,False,90.49,2,1253,3,0
TXN_16388,36,1524,9939.28,NetBanking,44.36,554,Digital_Goods,1,False,27.78,3,923,1,0
TXN_16389,167,1797,7677.83,UPI,150.0,40,Electronics,0,False,94.95,5,1200,0,0
TXN_16390,189,285,2307.94,Card,54.33,205,Electronics,2,True,21.92,3,272,0,0
TXN_16391,144,1662,8451.92,Card,25.43,286,Digital_Goods,0,False,70.65,2,160,0,0
TXN_16392,122,1284,31529.33,UPI,2.43,502,Grocery,1,False,1.35,1,129,0,0
TXN_16393,59,495,1458.81,UPI,24.77,138,Digital_Goods,0,False,12.71,2,108,0,0
TXN_16394,96,355,12143.26,UPI,129.38,137,Apparel,1,False,2.31,2,774,1,0
TXN_16395,6,214,1292.42,UPI,2.28,303,Electronics,0,False,66.4,2,349,0,0
TXN_16396,98,817,20140.97,UPI,10.2,298,Digital_Goods,1,False,13.96,0,1458,1,0
TXN_16397,56,200,2091.61,UPI,82.71,47,Apparel,2,False,16.65,0,595,0,0
TXN_16398,136,1260,1997.9,NetBanking,22.7,498,Furniture,2,False,80.68,1,631,0,0
TXN_16399,94,853,19517.21,UPI,10.28,78,Electronics,0,True,55.09,0,34,1,0
TXN_16400,27,136,11683.0,NetBanking,84.55,758,Electronics,2,False,154.1,2,565,0,0
TXN_16401,199,1914,2175.66,UPI,40.87,593,Electronics,2,True,71.42,1,1203,0,0
TXN_16402,155,948,5726.4,UPI,39.75,1583,Electronics,1,False,49.78,1,1193,0,0
TXN_16403,120,628,2096.57,Card,17.39,75,Digital_Goods,1,False,3.07,0,1183,0,0
TXN_16404,174,1989,726.85,Card,56.22,1156,Electronics,1,False,85.07,0,168,0,0
TXN_16405,169,917,6168.08,UPI,98.96,527,Grocery,0,False,26.14,0,698,0,0
TXN_16406,25,1691,3204.44,NetBanking,69.36,852,Apparel,3,False,72.87,4,1102,0,0
TXN_16407,86,1446,1579.72,UPI,47.39,13,Apparel,0,False,6.22,0,1162,0,0
TXN_16408,146,1925,23521.22,UPI,21.58,154,Apparel,1,False,30.02,0,758,0,0
TXN_16409,12,1365,1645.13,UPI,96.48,11,Grocery,3,False,90.92,1,1189,0,0
TXN_16410,87,1853,5841.68,UPI,41.75,80,Apparel,1,False,18.57,4,212,0,0
TXN_16411,179,1928,17959.85,UPI,110.18,862,Grocery,0,False,4.36,3,1354,0,0
TXN_16412,109,342,3614.59,UPI,14.66,211,Furniture,2,False,178.51,1,369,0,0
TXN_16413,167,1554,2036.5,Card,53.11,445,Apparel,1,False,29.29,4,1410,0,0
TXN_16414,89,388,7025.47,UPI,136.81,264,Grocery,2,False,108.59,4,1331,1,0
TXN_16415,10,4,8491.66,Wallet,23.43,256,Grocery,1,False,38.13,3,1467,0,0
TXN_16416,74,677,14071.02,Card,151.07,419,Electronics,0,False,10.42,0,1446,0,0
TXN_16417,77,1663,46418.41,UPI,24.92,228,Furniture,1,False,27.38,1,50,0,0
TXN_16418,54,399,2839.12,UPI,28.78,8,Apparel,0,False,92.23,4,674,0,0
TXN_16419,157,1446,6216.89,NetBanking,82.11,644,Electronics,0,False,21.23,1,95,1,0
TXN_16420,102,411,1071.6,UPI,15.11,127,Grocery,1,False,51.59,0,150,0,0
TXN_16421,169,213,10934.22,UPI,61.19,445,Grocery,0,False,59.79,4,289,0,1
TXN_16422,137,560,6127.0,UPI,17.72,429,Digital_Goods,2,False,28.21,2,157,1,0
TXN_16423,191,558,3966.24,UPI,45.04,62,Apparel,0,False,50.87,2,975,0,0
TXN_16424,165,558,2340.99,UPI,74.8,71,Apparel,0,False,47.77,2,852,0,1
TXN_16425,142,1072,3235.33,UPI,1.32,237,Apparel,5,False,57.17,0,266,0,0
TXN_16426,101,1211,6526.33,Card,4.63,167,Apparel,3,False,21.57,1,104,0,0
TXN_16427,73,502,1541.63,Card,136.19,127,Digital_Goods,1,False,33.03,2,305,0,0
TXN_16428,72,1656,3399.75,UPI,84.59,148,Furniture,3,False,25.89,0,192,0,1
TXN_16429,167,644,5014.12,UPI,104.78,117,Electronics,0,False,0.8,0,1305,0,0
TXN_16430,168,1995,774.68,Card,28.9,46,Electronics,1,True,30.58,1,1435,0,0
TXN_16431,54,531,1391.93,Card,63.0,36,Apparel,4,False,8.63,3,1031,0,0
TXN_16432,3,953,2226.07,Wallet,318.13,848,Apparel,0,False,165.83,0,485,1,0
TXN_16433,183,787,32269.51,Card,28.33,674,Apparel,2,False,21.47,1,21,0,0
TXN_16434,111,475,1813.71,Card,93.79,272,Furniture,1,True,25.34,0,103,0,0
TXN_16435,161,1768,4596.5,UPI,4.13,154,Grocery,2,False,6.23,0,1150,0,0
TXN_16436,96,42,1409.97,Card,39.25,464,Digital_Goods,2,False,81.91,3,794,1,0
TXN_16437,71,604,1935.88,Wallet,20.27,46,Furniture,0,False,123.82,0,239,0,1
TXN_16438,19,1285,872.0,UPI,37.02,42,Electronics,2,False,31.82,0,1379,0,0
TXN_16439,34,48,10985.84,UPI,6.06,60,Electronics,1,False,5.06,4,212,1,0
TXN_16440,50,1945,1001.59,UPI,22.92,471,Furniture,3,True,1.84,0,162,0,0
TXN_16441,175,1987,14594.69,UPI,3.98,689,Apparel,1,False,11.07,4,1269,0,0
TXN_16442,46,1818,8616.87,Card,30.17,307,Furniture,1,False,25.41,2,534,0,0
TXN_16443,184,1610,4489.6,Card,29.15,73,Furniture,0,False,10.62,2,1284,0,0
TXN_16444,185,728,15184.51,NetBanking,20.0,164,Furniture,1,False,4.72,5,921,0,0
TXN_16445,83,1470,100000.0,UPI,148.13,692,Furniture,0,False,58.54,3,204,0,0
TXN_16446,51,221,8717.0,UPI,4.33,287,Grocery,0,False,40.71,2,1026,0,0
TXN_16447,54,1645,1281.68,UPI,87.11,239,Grocery,1,False,0.4,2,320,0,0
TXN_16448,90,1671,29343.35,NetBanking,21.92,430,Digital_Goods,1,False,34.65,1,770,0,0
TXN_16449,81,940,6144.63,Card,11.11,175,Digital_Goods,2,False,119.14,0,28,0,0
TXN_16450,118,343,61904.5,Wallet,15.91,1,Apparel,1,False,88.1,2,351,0,0
TXN_16451,156,1262,2677.77,UPI,116.09,1130,Digital_Goods,2,False,8.6,4,217,0,0
TXN_16452,19,155,22887.19,Card,87.12,495,Apparel,0,False,8.63,0,237,1,0
TXN_16453,27,938,4913.84,Card,0.79,1268,Grocery,0,False,56.98,2,733,0,0
TXN_16454,176,841,100000.0,Card,7.97,758,Apparel,0,False,38.14,3,80,0,0
TXN_16455,147,1080,3505.47,Card,56.2,187,Grocery,0,False,4.05,1,61,0,0
TXN_16456,179,387,100000.0,UPI,19.09,190,Apparel,2,False,25.34,5,491,1,0
TXN_16457,7,894,8331.44,UPI,125.75,62,Electronics,0,False,96.05,0,657,1,0
TXN_16458,157,1933,13580.06,UPI,77.21,658,Digital_Goods,1,False,69.5,3,860,0,0
TXN_16459,171,1734,37812.65,UPI,103.99,386,Furniture,1,False,59.69,0,1474,1,0
TXN_16460,69,1339,1909.69,Card,10.71,118,Apparel,1,True,17.18,3,559,0,0
TXN_16461,94,38,15723.57,UPI,8.17,1287,Furniture,1,False,55.07,2,755,0,0
TXN_16462,113,1365,3458.87,UPI,134.36,584,Grocery,1,False,56.66,1,1417,0,0
TXN_16463,107,851,5891.95,NetBanking,25.89,856,Electronics,2,False,59.2,2,1280,0,0
TXN_16464,120,729,5429.89,Card,26.87,76,Apparel,1,False,2.41,3,698,0,0
TXN_16465,186,231,9768.25,Card,57.69,359,Grocery,1,False,65.62,0,1211,1,0
TXN_16466,136,452,9285.61,UPI,25.33,1878,Electronics,3,True,16.36,4,301,0,0
TXN_16467,170,1366,2464.55,UPI,104.05,171,Grocery,0,False,117.6,4,512,1,0
TXN_16468,42,1477,5709.15,Card,159.8,206,Grocery,0,False,135.41,2,1038,0,0
TXN_16469,13,257,298.51,Card,20.21,308,Apparel,1,False,15.46,1,475,0,0
TXN_16470,154,434,16126.33,UPI,11.66,18,Furniture,1,False,8.13,1,362,0,0
TXN_16471,18,209,37523.78,Card,3.91,102,Furniture,1,False,56.62,0,316,0,1
TXN_16472,42,1225,6178.02,UPI,12.06,155,Digital_Goods,1,False,1.28,0,1085,0,0
TXN_16473,51,137,715.35,Card,7.51,3,Electronics,2,False,84.15,3,1239,0,1
TXN_16474,113,1664,11986.51,Card,1.48,151,Apparel,2,False,62.02,2,1368,0,0
TXN_16475,144,565,1965.45,UPI,2.39,315,Apparel,0,False,18.94,2,315,0,0
